HCPC,SEQNUM,RECID,LONG_DESCRIPTION,SHORT_DESCRIPTION,,,,,
S9494,10,3,"Home infusion therapy, antibiotic, antiviral, or antifungal therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem (do not use this code with home infusion codes for hourly dosing schedules s9497-s9504)",Hit antibiotic total diem,,,,,
S9497,10,3,"Home infusion therapy, antibiotic, antiviral, or antifungal therapy; once every 3 hours; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit antibiotic q3h diem,,,,,
S9500,10,3,"Home infusion therapy, antibiotic, antiviral, or antifungal therapy; once every 24 hours; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit antibiotic q24h diem,,,,,
S9501,10,3,"Home infusion therapy, antibiotic, antiviral, or antifungal therapy; once every 12 hours; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit antibiotic q12h diem,,,,,
S9502,10,3,"Home infusion therapy, antibiotic, antiviral, or antifungal therapy; once every 8 hours, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit antibiotic q8h diem,,,,,
S9503,10,3,"Home infusion therapy, antibiotic, antiviral, or antifungal; once every 6 hours; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit antibiotic q6h diem,,,,,
S9504,10,3,"Home infusion therapy, antibiotic, antiviral, or antifungal; once every 4 hours; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit antibiotic q4h diem,,,,,
S9529,10,3,"Routine venipuncture for collection of specimen(s), single home bound, nursing home, or skilled nursing facility patient",Venipuncture home/snf,,,,,
S9537,10,3,"Home therapy; hematopoietic hormone injection therapy (e.g., erythropoietin, g-csf, gm-csf); administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Ht hem horm inj diem,,,,,
S9538,10,3,"Home transfusion of blood product(s); administrative services, professional pharmacy services, care coordination and all necessary supplies and equipment (blood products, drugs, and nursing visits coded separately), per diem",Hit blood products diem,,,,,
S9542,10,3,"Home injectable therapy, not otherwise classified, including administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Ht inj noc per diem,,,,,
S9558,10,3,"Home injectable therapy; growth hormone, including administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Ht inj growth horm diem,,,,,
S9559,10,3,"Home injectable therapy, interferon, including administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit inj interferon diem,,,,,
S9560,10,3,"Home injectable therapy; hormonal therapy (e.g.; leuprolide, goserelin), including administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Ht inj hormone diem,,,,,
S9562,10,3,"Home injectable therapy, palivizumab, including administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Ht inj palivizumab diem,,,,,
S9590,10,3,"Home therapy, irrigation therapy (e.g., sterile irrigation of an organ or anatomical cavity); including administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Ht irrigation diem,,,,,
S9810,10,3,"Home therapy; professional pharmacy services for provision of infusion, specialty drug administration, and/or disease state management, not otherwise classified, per hour (do not use this code with any per diem code)",Ht pharm per hour,,,,,
S9900,10,3,"Services by a journal-listed christian science practitioner for the purpose of healing, per diem",Christian sci pract visit,,,,,
S9901,10,3,"Services by a journal-listed christian science nurse, per hour",Christian sci nurse visit,,,,,
S9960,10,3,"Ambulance service, conventional air service, nonemergency transport, one way (fixed wing)",Air ambulanc nonemerg fixed,,,,,
S9961,10,3,"Ambulance service, conventional air service, nonemergency transport, one way (rotary wing)",Air ambulan nonemerg rotary,,,,,
S9970,10,3,"Health club membership, annual",Health club membership yr,,,,,
S9975,10,3,"Transplant related lodging, meals and transportation, per diem",Transplant related per diem,,,,,
S9976,10,3,"Lodging, per diem, not otherwise classified",Lodging per diem,,,,,
S9977,10,3,"Meals, per diem, not otherwise specified",Meals per diem,,,,,
S9981,10,3,"Medical records copying fee, administrative",Med record copy admin,,,,,
S9982,10,3,"Medical records copying fee, per page",Med record copy per page,,,,,
S9986,10,3,Not medically necessary service (patient is aware that service not medically necessary),Not medically necessary svc,,,,,
S9988,10,3,Services provided as part of a phase i clinical trial,Serv part of phase i trial,,,,,
S9989,10,3,Services provided outside of the united states of america (list in addition to code(s) for service(s)),Services outside us,,,,,
S9990,10,3,Services provided as part of a phase ii clinical trial,Services provided as part of,,,,,
S9991,10,3,Services provided as part of a phase iii clinical trial,Services provided as part of,,,,,
S9992,10,3,"Transportation costs to and from trial location and local transportation costs (e.g., fares for taxicab or bus) for clinical trial participant and one caregiver/companion",Transportation costs to and,,,,,
S9994,10,3,"Lodging costs (e.g., hotel charges) for clinical trial participant and one caregiver/companion",Lodging costs (e.g. hotel ch,,,,,
S9996,10,3,Meals for clinical trial participant and one caregiver/companion,Meals for clinical trial par,,,,,
S9999,10,3,Sales tax,Sales tax,,,,,
T1000,10,3,"Private duty / independent nursing service(s) - licensed, up to 15 minutes",Private duty/independent nsg,,,,,
T1001,10,3,Nursing assessment / evaluation,Nursing assessment/evaluatn,,,,,
T1002,10,3,"Rn services, up to 15 minutes",Rn services up to 15 minutes,,,,,
T1003,10,3,"Lpn/lvn services, up to 15 minutes",Lpn/lvn services up to 15min,,,,,
T1004,10,3,"Services of a qualified nursing aide, up to 15 minutes",Nsg aide service up to 15min,,,,,
T1005,10,3,"Respite care services, up to 15 minutes",Respite care service 15 min,,,,,
T1006,10,3,"Alcohol and/or substance abuse services, family/couple counseling",Family/couple counseling,,,,,
T1007,10,3,"Alcohol and/or substance abuse services, treatment plan development and/or modification",Treatment plan development,,,,,
T1009,10,3,Child sitting services for children of the individual receiving alcohol and/or substance abuse services,Child sitting services,,,,,
T1010,10,3,Meals for individuals receiving alcohol and/or substance abuse services (when meals not included in the program),Meals when receive services,,,,,
T1012,10,3,"Alcohol and/or substance abuse services, skills development",Alcohol/substance abuse skil,,,,,
T1013,10,3,"Sign language or oral interpretive services, per 15 minutes",Sign lang/oral interpreter,,,,,
T1014,10,3,"Telehealth transmission, per minute, professional services bill separately","Telehealth transmit, per min",,,,,
T1015,10,3,"Clinic visit/encounter, all-inclusive",Clinic service,,,,,
T1016,10,3,"Case management, each 15 minutes",Case management,,,,,
T1017,10,3,"Targeted case management, each 15 minutes",Targeted case management,,,,,
T1018,10,3,"School-based individualized education program (iep) services, bundled",School-based iep ser bundled,,,,,
T1019,10,3,"Personal care services, per 15 minutes, not for an inpatient or resident of a hospital, nursing facility, icf/mr or imd, part of the individualized plan of treatment (code may not be used to identify services provided by home health aide or certified nurse assistant)",Personal care ser per 15 min,,,,,
T1020,10,3,"Personal care services, per diem, not for an inpatient or resident of a hospital, nursing facility, icf/mr or imd, part of the individualized plan of treatment (code may not be used to identify services provided by home health aide or certified nurse assistant)",Personal care ser per diem,,,,,
T1021,10,3,"Home health aide or certified nurse assistant, per visit",Hh aide or cn aide per visit,,,,,
T1022,10,3,"Contracted home health agency services, all services provided under contract, per day",Contracted services per day,,,,,
T1023,10,3,"Screening to determine the appropriateness of consideration of an individual for participation in a specified program, project or treatment protocol, per encounter",Program intake assessment,,,,,
T1024,10,3,"Evaluation and treatment by an integrated, specialty team contracted to provide coordinated care to multiple or severely handicapped children, per encounter",Team evaluation & management,,,,,
T1025,10,3,"Intensive, extended multidisciplinary services provided in a clinic setting to children with complex medical, physical, mental and psychosocial impairments, per diem","Ped compr care pkg, per diem",,,,,
T1026,10,3,"Intensive, extended multidisciplinary services provided in a clinic setting to children with complex medical, physical, medical and psychosocial impairments, per hour","Ped compr care pkg, per hour",,,,,
T1027,10,3,"Family training and counseling for child development, per 15 minutes",Family training & counseling,,,,,
T1028,10,3,"Assessment of home, physical and family environment, to determine suitability to meet patient's medical needs",Home environment assessment,,,,,
T1029,10,3,"Comprehensive environmental lead investigation, not including laboratory analysis, per dwelling",Dwelling lead investigation,,,,,
T1030,10,3,"Nursing care, in the home, by registered nurse, per diem",Rn home care per diem,,,,,
